Name,City,State,Zip,Amount
Camelot Academy West Garfield Park,Chicago,IL,00nan,2700
Stamford Academy,Stamford,CT,06901,500
Young Adult Borough Center at Washington Irving High School,New York,NY,10003,500
Urban Action Academy,Brooklyn,NY,11236,150
Compentency Based High School,San Antonio,TX,78237,150
Cedar Cliff High School,Camp Hill,PA,17011,150
Desert Willow Educational Services,Tucson,AZ,85712,150
Baystate Academy Charter Public School,Springfield,MA,00nan,2700
Las Casas Occupational High School,Chicago,IL,60617,150
Meeteetse High School,Meeteetse,WY,82433,500
Niles Community High School,Troy,MI,48098,150
J W Nixon High School,Laredo,TX,78043,150
Baltimore Actors Theatre Conservatory,Baltimore,MD,21212,150
Marquette Senior High School,Marquette,MI,49855,500
Girls And Boys Preparatory Academy,Houston,TX,77071,150
Questa High School,Questa,NM,87556,150
Girard Academic Music Program,Philadelphia,PA,19145,150
West Auburn High School,Auburn,WA,98001,150
Laramie High School,Laramie,WY,82072,150
Iaeger High School,Iaeger,WV,24844,150
Cardinal Hayes High School,Bronx,NY,10451,2700
Springville Road Community Church School,Center Point,AL,35215,500
Thomson High School,Thomson,GA,30824,150
Geneva Christian Academy,Buford,GA,30519,500
North Valley School for Young Adults,Thornton,CO,80229,150
Sloans School Inc,Columbia,SC,29210,500
Westbridge Academy,Bulverde,TX,78163,150
Dunnellon High School,Dunnellon,FL,34432,150
Field High School,Mogadore,OH,44260,150
Faithway Christian School,Burton,MI,48509,500
Dequincy High School,Dequincy,LA,70633,150
Pine Hills Academy,Gloster,MS,39638,500
Shriners Hospital School,Honolulu,HI,96826,150
Fort Ann Central School,Fort Ann,NY,12827,150
East Pasco Adventist Academy,Dade City,FL,33525,500
Arlington Preparatory Academy,Baton Rouge,LA,70820,150
Gilbertsville-Mount Upton Central School,Gilbertsville,NY,13776,150
Nelson Coleman Learning Center,Killona,LA,70057,150
Grayson High School,Loganville,GA,30052,150
Lynnville-Sully High School,Sully,IA,50251,500
Hill Country Christian School,San Marcos,TX,78666,500
Frederick Douglass Academy III Secondary School,Bronx,NY,10456,150
Pathways to Graduation - Manhattan,New York,NY,00nan,2700
Shadow Ridge Learning Center,Hesperia,CA,92344,150
Pacific Lutheran High School,Gardena,CA,90249,500
Atlas Preparatory Academy,Milwaukee,WI,53207,150
Menlo School,Atherton,CA,94027,500
Meadow View Junior Academy,Chesterfield,NJ,08515,500
South Broward High School,Hollywood,FL,33020,150
Joan Farley Academy,Denver,CO,80204,150
Sojourner Truth Continuation School,Los Angeles,CA,90061,150
Mesa Ridge High School,Colorado Spgs,CO,80911,500
Valley Central High School,Montgomery,NY,12549,150
Strider Academy,Charleston,MS,38921,500
Los Angeles High School of the Arts,Los Angeles,CA,90005,500
Level Cross Christian School,Randleman,NC,27317,500
Bridge Alternative High School,Hancock,MI,49930,150
Wahama High School,Mason,WV,25260,150
Moultonborough Academy,Moultonboro,NH,03254,150
Leto Comprehensive High School,Tampa,FL,33614,150
Vinton High School,Vinton,LA,70668,150
Alcona Community High School,Lincoln,MI,48742,150
Lewis Cass Junior-Senior High School,Walton,IN,46994,150
Third Baptist Church Christian School,Fall River,MA,02721,500
Sequoia Choice Arizona Distance Learning School,Mesa,AZ,85203,500
Springfield Conservatory of the Arts,Springfield,MA,00nan,2700
Project GRAD (Graduation Really Achieves Dreams) Atlanta,Atlanta,GA,30303,500
Wellspring Christian School,Houston,MO,65483,500
Beit Yaakov Ohel Simcha High School,Flushing,NY,11367,150
Coastal Christian Academy,Virginia Bch,VA,23464,500
Wings Christian Academy,Kenai,AK,99611,500
Pine Burr Christian Academy,Columbia,MS,39429,500
Cambria County Christian School,Johnstown,PA,15909,500
Inspire Connections Academy,Boise,ID,83704,150
Iftin University Prep High School,San Diego,CA,92102,150
Kentucky School for the Deaf,Danville,KY,40422,150
De Soto High School,De Soto,WI,54624,150
Thomas High School,Thomas,OK,73669,150
Angelo Rodriguez High School,Fairfield,CA,94534,150
Covington Latin School,Covington,KY,41011,500
Hollis High School,Hollis,OK,73550,150
South Orlando Christian Academy,Orlando,FL,32839,500
Solvay High School,Solvay,NY,13209,150
Pellston High School,Pellston,MI,49769,150
Whitefish High School,Whitefish,MT,59937,150
Columbia County Education Campus,Saint Helens,OR,97051,150
Blackduck High School,Blackduck,MN,56630,150
Monroe Comprehensive High School,Albany,GA,31701,150
Cuyahoga Falls High School,Cuyahoga Fls,OH,44221,150
Alternative Learning,Claremore,OK,74017,150
Kua O Ka La Public Charter School,Pahoa,HI,96778,150
Bennett Senior High School,Bennett,CO,80102,150
Next Step Public Charter School,Washington,DC,20009,150
Academy of Technology and Design,Jersey City,NJ,07302,150
Bay Springs High School,Bay Springs,MS,39422,150
University Preparatory Charter School For Young Men,Rochester,NY,14613,500
Waitsburg High School,Waitsburg,WA,99361,150
The Education Center,The Colony,TX,75056,500
Platte Canyon High School,Bailey,CO,80421,150
Houston Heights High School,Houston,TX,77008,150
Horizon Christian Academy,Fort Wayne,IN,46808,500
High School for Arts and Business,Corona,NY,11368,150
West Windsor-Plainsboro High School South,West Windsor,NJ,08550,150
Santa Catalina School,Monterey,CA,93940,2700
Front Line Christian Academy,Baltimore,MD,21230,500
Student Visions Junior-Senior High School,Lake Oswego,OR,97035,500
American School Foundation of Guadalajara,Guadalajara,,00nan,2700
A J Demarest School,Hoboken,NJ,07030,150
Babylon Junior-Senior High School,Babylon,NY,11702,150
Film & Theater Arts Charter High School,Los Angeles,CA,90037,150
Lopez High School,Lopez Island,WA,98261,500
Forest Lake Christian School,Auburn,CA,95602,500
Discovery Canyon Campus High School,Colorado Spgs,CO,80921,150
York Institute,Jamestown,TN,38556,150
John S Davidson Fine Arts Magnet School,Augusta,GA,30901,150
Tinkham Alternative High School,Westland,MI,48186,150
Collier Virtual School,Naples,FL,34104,150
Opportunity School,Wooster,OH,44691,150
Mesivta High School of Greater Philadelphia,Bala Cynwyd,PA,19004,500
Salem Park Academy,Indianapolis,IN,46241,500
West Oaks Academy,Orlando,FL,32818,150
New Beginning Christian School: Worth County Campus,Sylvester,GA,31791,500
Booker T Washington High School of Health Science,Atlanta,GA,30314,150
American Indian Public High School,Oakland,CA,94619,150
Detroit City High School,Detroit,MI,48238,150
Anthis Career Center,Fort Wayne,IN,46802,150
Santa Fe Preparatory School,Santa Fe,NM,87505,500
Holloway Vocational Technical High School,Murfreesboro,TN,37130,150
Moorpark High School,Moorpark,CA,93021,150
Southwestern Randolph High School,Asheboro,NC,27205,150
Perry County Central Alternative High School,Hazard,KY,41701,150
Gulf Coast Baptist Academy,Cape Coral,FL,33990,150
Southwest Education Academy,Cedar City,UT,84720,150
Teenage Parent Program - TAPP,Tallahassee,FL,32304,150
Saint John Central High School,Bellaire,OH,43906,2700
Kee High School,Lansing,IA,52151,150
Capital Christian School,Carson City,NV,89701,500
Career Plus Learning Academy,San Antonio,TX,78220,150
Calvary Christian High School,Bellefontaine,OH,43311,500
Americus Sumter County High North,Americus,GA,31719,150
Twin Falls Christian Academy,Twin Falls,ID,83301,500
Assabet Valley Regional Technical High School,Marlborough,MA,01752,150
Timber Creek Regional High School,Erial,NJ,08081,150
Taliaferro County School,Crawfordville,GA,30631,150
"The School for Classics: An Academy of Thinkers, Writers and Performers",Brooklyn,NY,11208,150
Carlsbad Christian High School,Carlsbad,CA,92008,500
Newberry Academy,Newberry,SC,29108,150
East End Christian Academy,Richmond,VA,23231,500
Yadkin Valley Regional Career Academy,Lexington,NC,27292,150
Smith-Cotton High School,Sedalia,MO,65301,150
Anglo-American School Of St Petersburg,St Petersburg,,00nan,2700
Itasca High School,Itasca,TX,76055,150
Twin Mountain Christian Academy,Twin Mountain,NH,03595,500
Truth Christian Academy,Hagerstown,MD,21740,500
Hyde Leadership Magnet School,Hamden,CT,06514,150
Mecury Online Academy Of Arizona,Chandler,AZ,85226,500
Northeast Academy for Aerospace and Advanced Technologies,Elizabeth City,NC,00nan,2700
Kingstree Senior High School,Kingstree,SC,29556,150
Accelerated Achievement Academy,Ukiah,CA,95482,150
Life Learning Academy Charter School,San Francisco,CA,94130,500
Pickens County High School,Reform,AL,35481,150
Young Adult Borough Center at Grace Dodge High School,Bronx,NY,10458,500
Plainfield North High School,Plainfield,IL,60585,150
Union Baptist Christian School,St Johnsbury,VT,05819,500
Community Youth Development Institute,Chicago,IL,60620,150
Linfield Christian School,Temecula,CA,92592,500
Tolbert Preparatory Academy,Kansas City,MO,64130,500
Clemmons Christian Academy,Clemmons,NC,27012,500
Nrheg High School,New Richland,MN,56072,150
Shoals Junior-Senior High School,Shoals,IN,47581,150
Clear Creek High School,League City,TX,77573,150
Elizabeth Seton Academy,Dorchestr Ctr,MA,02124,150
Oak Grove Classical Christian School,Bel Air,MD,21015,500
Oak Ridge Christian Academy,Conroe,TX,77385,500
Anson County Early College,Polkton,NC,28135,150
Cochrane Fountain City High School,Fountain City,WI,54629,150
Smithton R-Vi High School,Smithton,MO,65350,150
Crestline High School,Crestline,OH,44827,150
W R Farrington High School,Honolulu,HI,96817,150
Bettles School,Fairbanks,AK,99709,150
British School Of Bahrain,Hamala,,00nan,2700
Richard King High School,Corp Christi,TX,78412,150
Springville Secondary School,Springville,IA,52336,150
Antwerp International School,Ekeren Antwerp,,00nan,2700
Pioneer Technical Center,Madera,CA,93638,500
Enrich Excel Achieve Learning Academy,Wausau,WI,54403,150
Columbus Girls School of Excellence,Seale,AL,36875,500
Dillon Private School,Dillon,MT,59725,500
Palouse Community School,Walla Walla,WA,99362,500
Brighton Heritage Academy,Brighton,CO,80601,150
Whiddon-Rogers Education Center,Ft Lauderdale,FL,33315,150
Aloha College,Marbella,,00nan,2700
North Johnston High School,Kenly,NC,27542,150
Brooklyn Ascend High School,Brooklyn,NY,00nan,2700
Pueblo West High School,Pueblo West,CO,81007,150
Lawrence County Academy,Chesapeake,OH,45619,150
Peabody Veterans Memorial High School,Peabody,MA,01960,150
Easter Seals Robert B Jolicoeur School,Manchester,NH,00nan,2700
Academy At Larragoite,Santa Fe,NM,87505,150
Colonial Heights High School,Colonial Hgts,VA,23834,150
Bunkie High School,Bunkie,LA,71322,150
Anton High School,Anton,TX,79313,150
Visions Academy Charter High School,Newark,NJ,07102,150
Bronxville High School,Bronxville,NY,10708,150
Sci/Tech/Eng/Art/Math Legacy High School Complex,South Gate,CA,90280,150
Antelope Valley High School,Lancaster,CA,93535,150
Skidmore-Tynan High School,Skidmore,TX,78389,150
Wickliffe Senior High School,Wickliffe,OH,44092,150
Community Options for Resources in Education - Butte,Chico,CA,95926,150
Jesuit College Preparatory School,Dallas,TX,75244,150
Pontiac Academy For Excellence,Pontiac,MI,48342,500
Six Rivers Charter School,Arcata,CA,95521,150
Shoreline Academy,Taft,TX,78390,500
New Era Academy,Brooklyn,MD,21225,150
Marble Hill School For International Studies,Bronx,NY,10463,500
Baldwin Community School,Baldwin,MI,49304,150
Whitney M Young School,Cleveland,OH,44128,150
Valley High School Continuation,Dublin,CA,00nan,2700
Sussex County Technical School,Sparta,NJ,07871,150
Craig R-III High School,Craig,MO,64437,150
Logan View High School,Hooper,NE,68031,500
Arlington Windsor Academy of Miami,Miami Lakes,FL,33014,150
Cabrini Academy,Manteca,CA,95337,2700
Greece Olympia High School,Rochester,NY,14615,150
Jamaica High School,Jamaica,NY,11432,150
Ridgway Secondary School,Ridgway,CO,81432,150
Nashville School Of The Arts,Nashville,TN,37210,150
Valley Pathways,Palmer,AK,99645,150
Top of Texas Accelerated Education Center,Perryton,TX,79070,150
Harpursville High School,Harpursville,NY,13787,150
Emmanuel Baptist School,Lebanon,OH,45036,150
Bowden-Grandview School,Bowden,AB,00nan,2700
Sakura Gakuen,Roslyn,NY,11576,500
"Excalibur Charter School, Incorporated",Apache Jct,AZ,85120,150
C E Murray High School,Greeleyville,SC,29056,150
Agra High School,Agra,OK,74824,150
Opelousas Catholic School,Opelousas,LA,70570,2700
Lift For Life Academy,Saint Louis,MO,63104,500
Collins Academy High School,Chicago,IL,60623,150
New Roads School,Santa Monica,CA,90404,150
Yuma Catholic High School,Yuma,AZ,85364,2700
Fox Chapel Area High School,Pittsburgh,PA,15238,150
Breckinridge Mrtro High School,Louisville,KY,40204,150
Career and Technical High School,Houston,TX,77034,150
Woodland Polytechnic Academy,Woodland,CA,95776,150
Halls High School,Knoxville,TN,37938,150
Tandem Friends School,Charlottesvle,VA,22902,500
Manual Arts-Jeff Community Adult School,Los Angeles,CA,90037,500
Heritage Baptist Christian School,Palmyra,NY,14522,500
Valor Academy Charter School,Panorama City,CA,91402,150
Joseph A Gregori High School,Modesto,CA,95356,150
Parklane Academy,Mccomb,MS,39648,500
Davenport School,Jefferson,NH,03583,150
Young Musicians Of Virginia,Virginia Bch,VA,23467,500
Watkins Christian Academy,Youngstown,OH,44505,500
C S Lewis Academy,Newberg,OR,97132,500
American School in London,Westminster,GREATER LONDON,00nan,2700
Sibley-Ocheyedan High School,Sibley,IA,51249,150
The Piney Woods School,Piney Woods,MS,39148,500
East Side High School,Cleveland,MS,38732,150
Cascades Academy,Bend,OR,97703,150
Jenks High School,Jenks,OK,74037,150
Lee Vining High School,Lee Vining,CA,93541,150
Woody Gap High School,Suches,GA,30572,150
Carman-Ainsworth High School,Flint,MI,48532,150
Alamo Navajo Community School,Alamo,NM,87825,150
Bismarck High School,Bismarck,ND,58501,150
All Saints Cathedral School,St Thomas,VI,00804,2700
Washington County School Program at Dozier School for Boys,Marianna,FL,32448,150
Laconia High School,Laconia,NH,03246,150
Holdingford Junior-Senior High School,Holdingford,MN,56340,150
Amman Academy,Amman,,00nan,2700
Great Plains Technology Center,Lawton,OK,73505,150
Atlantic Shores Christian School,Chesapeake,VA,23320,500
De Anza High School,Richmond,CA,94803,150
Monte Vista Christian High School,Watsonville,CA,95076,500
Intelli School-Metro,Phoenix,AZ,85029,150
Kingwood Christian School,Alabaster,AL,35007,500
Miracle Meadows School,Salem,WV,26426,500
Yolo High School,W Sacramento,CA,95691,150
Oregon Episcopal School,Portland,OR,97223,150
Brantley County High School,Nahunta,GA,31553,150
High Marq Environmental Charter School,Montello,WI,53949,150
Lockesburg High School,Lockesburg,AR,71846,500
Marine Leadership Academy,Chicago,IL,60647,500
Apostolic Academy,Indio,CA,92201,150
British International School Bratislava,Bratislava,,00nan,2700
Engadine High School,Engadine,MI,49827,150
Alta-Aurelia High School,Alta,IA,51002,150
Mansfield R-Iv High School,Mansfield,MO,65704,500
Union City Community High School,Union City,IN,47390,150
Aledo Christian School,Aledo,TX,76008,500
Hawthorne Christian Academy,Hawthorne,NJ,07506,500
Delphos Jefferson Senior High School,Delphos,OH,45833,150
Schuyler Central High School,Schuyler,NE,68661,150
Central Alternative School,Mableton,GA,30126,150
Premier High School - El Paso,El Paso,TX,79912,500
Cosumnes Oaks High School,Elk Grove,CA,95757,150
Tri-County Middle-Senior High School,Wolcott,IN,47995,150
Crescent Lake Christian Academy,Excelsior Spg,MO,64024,500
Chopticon High School,Morganza,MD,20660,150
Hill Country High School,Kerrville,TX,78028,150
Three Rivers Christian School,Longview,WA,98632,500
Gadsden County Drop Back In Academy,Quincy,FL,32351,150
Anderson Five Charter School,Anderson,SC,29624,150
Essex Academy,Methuen,MA,01844,150
Nikki Rowe High School,Mcallen,TX,78501,150
Yeshiva High Tech,Los Angeles,CA,90036,150
Lanham Christian School,Lanham,MD,20706,500
Prince George High School,Prince George,VA,23875,150
Mississippi School for the Blind,Jackson,MS,39211,500
Providence High School,Charlotte,NC,28270,150
Rider High School,Wichita Falls,TX,76310,150
Project Adventure,Covington,GA,30014,150
Valley Collaborative High School,Billerica,MA,00nan,2700
Royal Live Oaks Academy of the Arts and Sciences,Hardeeville,SC,29927,500
Florida School For The Blind,St Augustine,FL,32084,150
Alameda High School,Lakewood,CO,80232,150
Norfork High School,Norfork,AR,72658,150
High School for Civil Rights,Brooklyn,NY,11207,150
Netsvetov High School,Atka,AK,99547,150
Tri County High School,Easthampton,MA,01027,500
Making Community Connections Charter School,Manchester,NH,03103,500
West Hardin High School,Saratoga,TX,77585,150
Hope Tabernacle Christian School,Avon Park,FL,33826,500
Schroon Lake Central School,Schroon Lake,NY,12870,150
Academia Santa Maria Reina,Ponce,PR,00732,2700
Billabong High International School Bhopal,Bhopal,MADHYA PRADESH,00nan,2700
